stars,comment
4.0 out of 5 stars,"Overall: 8/10:A fantastic package at good value. 6T McLaren is'nt much different from the standard 6T except for the RAM and some minor cosmetic changes. But for a long time fan of the Silver Arrows from Mika Hakkinen's time, a small increase in price was worth it. Call me sentimental! :)Unboxing & contents: 8/10One of the coolest unboxing experiences. The McLaren box is very premium and the booklet starts with giving you a brief glimpse into the history of the brand and some cool pictures from the archives. It is an homage to Bruce McLaren to be honest. The Speed Mark (real Carbon Fire cutout of the McLaren logo) encased in acrylic is pretty good and can serve as a cool table top accessory or paper weight. If not for much it can be a good ice breaker for visitors to your home / office. The Charger and Cable are also customized for the McLaren edition. The Soft PU case is simple black and fits snugly. There was a missed opportunity to throw in some colour for the McLaren edition. All else is pretty much standard. Providing only a USB-C to 3.5 converter is a bummer. For the flagship offering at over 50K, throwing in a Bullet Earphone should have been standard.First Impressions: 9/10The device is actually pretty impressive looking. Especially the orange accents at the Bezel on the back. When you change the angle under light, it almost looks like there are LEDs inside. It looks premium for sure though an actual Carbon Fibre body would have been awesome! Be warned though that the surface is a fingerprint magnet and not easy to wipe off unless you use a good cleaning spray. The Waterdrop notch is barely noticeable and is not much of an issue. The colours are vibrant and while setting up you can choose a profile that suits your taste.Setup: 8/10The SIM Card tray is a standard two Nano-SIM one. No SD Card support still! But with 240 GB usable memory, not much of an issue to be honest. I used the OnePlus switch app to transfer my apps, data and settings. The transition was hassle free and took all of 15 minutes. Most apps worked immediately but a few needed to be uninstalled and reinstalled as they were acting up. I gave it a point less as I think the OnePlus Switch app should be integrated at the setup stage instead of making a new user download it. The phone heats up considerably but it was fine after the initial 30 minutes.Battery: 7/10The unit came with 50% power out of the box and it took me a good 30 minutes to get it to 75% despite using the Warp Charge @ 30W. Probably it was due to the fact that close to 100 apps were being downloaded while it was charging. I will check the charging performance over the next few weeks and update review if required.Performance: 9/10Gaming: Initial performance on gaming is very very good (Asphalt 9 Legends and Real Racing 3). Zero lag and super smooth rendering.  Bloons TD6 is a very resource hungry at lategame levels and the 6T McLaren  made short work of it.Display: The display is really mind-blowing. Video on Youtube and other streaming apps was super smooth and brilliant to look at. One cool feature is that you can pinch zoom the content to include / exclude the waterdrop notch for front camera.  Adaptive brightness is annoying at times and I had to turn it off while playing the racing games.Camera: Have not tested the Camera performance yet. Especially the 4K 60 FPS option. Will do it soon and update the review.Hope this helps!
            "
1.0 out of 5 stars,"Never buy this phone worst experience ever hopless phone
            "
5.0 out of 5 stars,"They are exactly Working on their tag line ""the speed you need"". It's very fast. Very very fast. Talking about camera, that would have been better than op6. But nothing changed. Night scape is very good change. You can feel the light in nightscape mode. Audio is better than most of smartphones but not up to One plus mark. Battery life is best. You can rely on his battery for only one charge of half an hour with full day battery life even if you use it fully. Fingerprint scanner can't be better. New update help him open fast. If you have budget of 35k, buy it without second thought.
            "
5.0 out of 5 stars,"Best phone i ever had
            "
5.0 out of 5 stars,"The best phone in the market is at 37k Price range and trust me it is more than fair pricing.What I loved about OnePlus 6T :1. Blazing fast with Snapdragon 845 processor and 6/8 GB Ram. No Lags!2. Speakers are great with immersive experience.3. Cellular reception GREAT! It means you will have lesser call drops in low connection areas.4. Amoled screen gives a comfortable reading.5. BATTERY : usual business day - 18 hours  Gaming - on 100% charge run PubG 7 full length games for like 5 hours of continuous gaming. No Lags! Extreme graphics and no heating.Charges full 100% in 30 -40 mins. Very fast!6. Amazing camera experience! It's not as best as Google Pixel but then it can be optimised for great shots. 4K videos at 60fps you can take! It's gorgeous.7. 128GB storage!What I didn't like about OnePlus 6T:1. No notification LED due to drop notch.2. Unsure if this is waterproof.3. Volume buttons should have been placed better.4. Pretty heavy phone.5. Reading mode SUCKS! It totally gets like Kindle, all black and white but you can customise it for certain apps.Hope this is a simple review to make your choice.
            "
3.0 out of 5 stars,"No headphone jack! Just bigger battery and water drop notch. No camera improvement, below expectations.... Don't buy this phone just wait for oneplus7 ( hope some exiting features)... If you have oneplus 6 then don't buy it because no major ( even minor) improvement in it ( 6 is better than 6t)  and if you are not a oneplus user then also don't buy it. I was so excited about this phone but disappointed.
            "
1.0 out of 5 stars,"I am experiencing very difficulty in receiving calls and I'm conversation with my callers THROUGH AIRTEL since it is being used for official purpose. In the 2nd slot BSNL sim. Although it is working but sometimes it also giving similar problem. Sound quality is poor, using full volume is require to hear the caller voice. I tried my best to exchange the device within the return period but failed as I experienced very difficulty in replacing the product with AMAZON THIS TIME.MY PRESENT STATUS IS THAT SOME HOW I HAVE TO DISPOSED IT.I FIND MORE BETTER WITH MY REDMI NOTE 5 PRO.I am just waiting for 15-20 days as ONE PLUS CUSTOMER SERVICE CENTRE INFOM ME THAT IT WILL BE QUITE ALRIGHT AFTER AN UPGRADATION WICH IS ABOT TO COME WITHIN THE ABOVE TIME.However, I can only say that being a prime member I maintained a higher expectations but disappointed. SORRY.
            "
1.0 out of 5 stars,"Hanging problem selfi camera not good
            "
1.0 out of 5 stars,"Made a huge mistake in buying this phone.Apple is far far far far far and far and again far better.Best part amazon didn't accept for return
            "
1.0 out of 5 stars,"I have used two days and phone is good with speed and multi tasking but camera is worst, it did not meet even a normal 10000 rupees phone camera feature. I am planning to sell it out in OLX. Oneplus should stop increasing the phone size, since phone is slippery in the hand with 6.41 inches, always 6 or less than 6 inches phones are good to carry and handy.
            "
4.0 out of 5 stars,"Good
            "
